1533671001147098, 0.003948, 0.017146, 0.670243, 0.000280, -0.005506, 0.002300, -6.789279, -0.400056, 8.802071, 1.465383, -0.337407, 189.390081
1533671001169036, 0.003948, 0.018217, 0.671094, -0.001827, -0.002711, 0.000159, -12.220701, -0.720102, 15.843727, 1.464946, -0.340742, -170.612115
1533671001187458, 0.003455, 0.017860, 0.671945, 0.000006, -0.003866, 0.000156, -16.565840, -0.976138, 21.439713, 1.466099, -0.343824, -170.613508
1533671001201603, 0.004442, 0.019646, 0.671945, -0.000895, -0.004402, 0.000454, -20.267145, -1.253766, 25.916500, 1.469547, -0.348036, -170.621103
1533671001219531, 0.004935, 0.018932, 0.670413, -0.000580, -0.002827, -0.000755, -23.228189, -1.475869, 29.497931, 1.471924, -0.352343, -170.629750
1533671001237514, 0.004442, 0.017860, 0.672455, -0.001171, -0.004581, 0.001059, -25.597025, -1.653551, 32.297009, 1.471718, -0.357515, -170.635078
1533671001251625, 0.003455, 0.017146, 0.671604, -0.001151, -0.003603, 0.000141, -27.261269, -1.689298, 34.536270, 1.470629, -0.359180, -170.637045
1533671001269551, 0.007897, 0.016431, 0.671945, 0.000970, -0.005344, 0.000739, -28.592665, -1.717895, 36.327682, 1.470216, -0.370836, -170.634122
1533671001287514, 0.000494, 0.018575, 0.670243, -0.004528, -0.082008, 0.001350, -29.657782, -1.740772, 37.599960, 1.468008, -0.446984, -170.637059
1533671001301619, 0.008390, 0.017860, 0.675518, 0.001555, -0.007657, 0.002228, -30.554913, -1.910274, 38.617783, 1.470143, -0.458340, -170.638370
1533671001319547, 0.003948, 0.018217, 0.668712, -0.000583, -0.080961, 0.000090, -31.272617, -2.045875, 39.432037, 1.471387, -0.537434, -170.648438
1533671001337516, 0.005922, 0.016789, 0.673306, -0.000278, -0.082488, 0.000090, -31.846783, -2.154356, 40.195465, 1.470271, -0.619955, -170.657276
1533671001355454, 0.005922, 0.018575, 0.670413, -0.000273, -0.003024, -0.000512, -32.255444, -2.145941, 40.806206, 1.472341, -0.620722, -170.667194
1533671001369555, 0.002468, 0.018217, 0.671945, -0.000269, 0.000030, -0.000503, -32.582375, -2.139209, 41.294800, 1.473773, -0.612492, -170.675704
1533671001387514, 0.002961, 0.018217, 0.673646, -0.000264, 0.070600, 0.000106, -32.843918, -2.072224, 41.677055, 1.475001, -0.534128, -170.678655
1533671001405445, 0.002468, 0.018932, 0.671094, -0.001461, -0.001757, 0.001005, -32.985592, -2.018636, 41.982861, 1.476337, -0.529492, -170.682261
1533671001419545, 0.002961, 0.018217, 0.673136, 0.000666, -0.003530, 0.000087, -33.098934, -1.975765, 42.227505, 1.478347, -0.526726, -170.683422
1533671001437523, 0.005922, 0.017860, 0.671434, 0.000054, -0.003771, 0.001287, -33.189606, -2.008669, 42.512264, 1.479261, -0.530156, -170.683149
1533671001455483, 0.003948, 0.018575, 0.673476, -0.000548, -0.005509, 0.000064, -33.324074, -2.034991, 42.740074, 1.480729, -0.531821, -170.686687
1533671001473472, 0.004442, 0.018575, 0.671094, -0.002040, -0.007218, -0.000238, -33.431648, -2.056049, 42.922321, 1.480769, -0.536057, -170.691045
1533671001487590, 0.004442, 0.016789, 0.671434, -0.001705, -0.006797, -0.000534, -33.517708, -2.005696, 43.180141, 1.478456, -0.538307, -170.689870
1533671001505523, 0.007897, 0.019646, 0.672455, -0.000175, -0.003379, 0.000977, -33.592186, -1.965413, 43.386398, 1.482108, -0.544382, -170.691208
1533671001523469, 0.006910, 0.017146, 0.670243, 0.000428, -0.004223, 0.000360, -33.651768, -1.933187, 43.551403, 1.482210, -0.549553, -170.687083
1533671001537572, 0.003455, 0.018217, 0.672625, -0.000780, -0.001750, 0.000954, -33.699432, -1.817807, 43.694897, 1.482950, -0.545880, -170.681537
1533671001555504, 0.005922, 0.019646, 0.670924, -0.001067, -0.005624, 0.000338, -33.653114, -1.725503, 43.809689, 1.485756, -0.550735, -170.676483
1533671001573468, 0.003455, 0.015717, 0.671264, -0.001049, -0.003728, 0.000032, -33.616062, -1.651659, 43.901524, 1.481779, -0.549402, -170.661333
1533671001587578, 0.003948, 0.018932, 0.672115, -0.001032, -0.003966, 0.001533, -33.586418, -1.883785, 43.825630, 1.483580, -0.548322, -170.660022
1533671001605506, 0.004442, 0.016789, 0.670924, 0.001088, -0.002097, 0.000306, -33.590855, -2.069485, 43.764915, 1.483673, -0.547067, -170.661046
1533671001623402, 0.002961, 0.017146, 0.670413, 0.000469, -0.004164, -0.000901, -33.594402, -2.218045, 43.716343, 1.483799, -0.545325, -170.669393
1533671001641285, 0.003455, 0.016431, 0.672285, 0.000161, -0.003494, 0.000015, -33.597240, -2.084893, 43.772274, 1.482312, -0.543886, -170.670404
1533671001655354, 0.004442, 0.015717, 0.670924, 0.000458, -0.006138, 0.000315, -33.582623, -1.978371, 43.817017, 1.479873, -0.545467, -170.666046
1533671001673240, 0.005429, 0.017860, 0.671434, 0.000451, -0.004233, -0.000891, -33.570927, -1.893154, 43.852810, 1.481206, -0.548053, -170.664571
1533671001691157, 0.003455, 0.019289, 0.671434, -0.000458, 0.071514, 0.001526, -33.561569, -1.987379, 43.671764, 1.484002, -0.471117, -170.665254
1533671001705293, 0.004935, 0.017860, 0.671945, -0.001651, -0.002961, -0.000001, -33.604752, -2.062760, 43.526928, 1.483438, -0.472493, -170.668109
